name,original_price,discounted_price,rating,rating_number,link
"OnePlus 7 (Red, 256 GB)  (8 GB RAM)","37,999","30,999",4.6,"1,241",https://www.flipkart.com/oneplus-7-red-256-gb/p/itmdbcd3dd156000?pid=MOBFKFPEM6TVYNBZ&lid=LSTMOBFKFPEM6TVYNBZDPVWBW&marketplace=FLIPKART&srno=s_3_64&otracker=search&fm=organic&iid=c7942e6f-8fa5-4a72-88a9-5564ba5c91fb.MOBFKFPEM6TVYNBZ.SEARCH&ssid=cjeu2cii1s0000001586926561863&qH=1036ba3c4ed2c021
"Karbonn Titanium S4 (White, 4 GB)  (1 GB RAM)","14,990","14,990",3.4,28,https://www.flipkart.com/karbonn-titanium-s4-white-4-gb/p/itmeuyd7ngtjukx2?pid=MOBDRYWHFVVQHQVZ&lid=LSTMOBDRYWHFVVQHQVZDNMTU2&marketplace=FLIPKART&srno=s_16_379&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBDRYWHFVVQHQVZ.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Realme 2 (Diamond Red, 32 GB)  (3 GB RAM)","9,990","9,990",4.5,"4,63,377",https://www.flipkart.com/realme-2-diamond-red-32-gb/p/itmf8maypywnh63w?pid=MOBF85SCEFJJG2GT&lid=LSTMOBF85SCEFJJG2GTA3UCMP&marketplace=FLIPKART&srno=s_15_344&otracker=search&fm=organic&iid=5ffe6540-8139-49df-ba46-e370c1a80d85.MOBF85SCEFJJG2GT.SEARCH&ssid=tgiedm0pf40000001586926560697&qH=1036ba3c4ed2c021
"Vivo Y12 (Burgundy Red, 64 GB)  (3 GB RAM)","13,990","10,990",4.4,"7,298",https://www.flipkart.com/vivo-y12-burgundy-red-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGZZ5SUKGF&lid=LSTMOBFH4YGZZ5SUKGFVGW0XX&marketplace=FLIPKART&srno=s_4_93&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFH4YGZZ5SUKGF.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Realme C2 (Diamond Black, 32 GB)  (2 GB RAM)","7,999","6,499",4.4,"7,31,104",https://www.flipkart.com/realme-c2-diamond-black-32-gb/p/itmfgwba8kmejqpe?pid=MOBFHBZ4MDMCNHNK&lid=LSTMOBFHBZ4MDMCNHNKOFORJ3&marketplace=FLIPKART&srno=s_1_11&otracker=search&fm=organic&iid=302ebb54-7e62-446a-b933-5aec5510708c.MOBFHBZ4MDMCNHNK.SEARCH&ssid=qt3rp443f40000001586926557657&qH=1036ba3c4ed2c021
"OnePlus 6T (Speed Orange, 256 GB)  (10 GB RAM)","50,999","44,999",4.4,-1,https://www.flipkart.com/oneplus-6t-speed-orange-256-gb/p/itm481488ed3d219?pid=MOBFKFPEXZUY9VBV&lid=LSTMOBFKFPEXZUY9VBVV6WN6D&marketplace=FLIPKART&srno=s_15_352&otracker=search&fm=organic&iid=5ffe6540-8139-49df-ba46-e370c1a80d85.MOBFKFPEXZUY9VBV.SEARCH&ssid=tgiedm0pf40000001586926560697&qH=1036ba3c4ed2c021
"Samsung Galaxy S10 (Prism Blue, 128 GB)  (8 GB RAM)","71,000","58,800",4.6,"1,554",https://www.flipkart.com/samsung-galaxy-s10-prism-blue-128-gb/p/itmfdyp6pajfhsvf?pid=MOBFDNHAYZYR5VXE&lid=LSTMOBFDNHAYZYR5VXEY81WFW&marketplace=FLIPKART&srno=s_17_400&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBFDNHAYZYR5VXE.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"Redmi Note 8 (Space Black, 128 GB)  (6 GB RAM)","15,999","12,999",4.4,"7,605",https://www.flipkart.com/redmi-note-8-space-black-128-gb/p/itm16c6c50702ff1?pid=MOBFHHQRQF2A4PS2&lid=LSTMOBFHHQRQF2A4PS2QHXMJB&marketplace=FLIPKART&srno=s_6_129&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFHHQRQF2A4PS2.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Realme 5 (Crystal Purple, 32 GB)  (3 GB RAM)","10,999","9,999",4.5,"2,28,851",https://www.flipkart.com/realme-5-crystal-purple-32-gb/p/itmfj9twbwfznhyk?pid=MOBFJ9TWEWMGHWY3&lid=LSTMOBFJ9TWEWMGHWY3NT64M3&marketplace=FLIPKART&otracker=search&fm=organic&iid=6c2e100b-ec61-4aad-b191-fc1099ef8a27.MOBFJ9TWEWMGHWY3.SEARCH&ssid=ao6h8obgtc0000001586926555649&qH=1036ba3c4ed2c021
"Apple iPhone 8 Plus (PRODUCT)RED (Red, 64 GB)","50,290","50,290",4.6,200,https://www.flipkart.com/apple-iphone-8-plus-product-red-red-64-gb/p/itmf46h3hjj5wkbb?pid=MOBF46H3V2HBHY48&lid=LSTMOBF46H3V2HBHY48YFAAO2&marketplace=FLIPKART&srno=s_16_372&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBF46H3V2HBHY48.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Gionee F205 (Black, 16 GB)  (2 GB RAM)","8,479","3,999",4.1,"3,983",https://www.flipkart.com/gionee-f205-black-16-gb/p/itmfamgez8epmw55?pid=MOBFAMGEJGHZPP52&lid=LSTMOBFAMGEJGHZPP52V2UYQV&marketplace=FLIPKART&srno=s_6_126&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFAMGEJGHZPP52.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Asus ZenFone Max M1 (Gold, 32 GB)  (3 GB RAM)","9,599","5,999",4.1,"1,36,981",https://www.flipkart.com/asus-zenfone-max-m1-gold-32-gb/p/itmf9fgsb4e6tz5e?pid=MOBF9FGSZYJFZXJA&lid=LSTMOBF9FGSZYJFZXJA1EIEJB&marketplace=FLIPKART&srno=s_14_314&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBF9FGSZYJFZXJA.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Realme C2 (Diamond Ruby, 32 GB)  (3 GB RAM)","8,999","7,499",4.3,"1,11,348",https://www.flipkart.com/realme-c2-diamond-ruby-32-gb/p/itmfgwba8kmejqpe?pid=MOBFKK9JCA4W3E9S&lid=LSTMOBFKK9JCA4W3E9SMT95W2&marketplace=FLIPKART&srno=s_1_19&otracker=search&fm=organic&iid=302ebb54-7e62-446a-b933-5aec5510708c.MOBFKK9JCA4W3E9S.SEARCH&ssid=qt3rp443f40000001586926557657&qH=1036ba3c4ed2c021
"OPPO Find X (Glacier Blue, 256 GB)  (8 GB RAM)","60,990","60,990",4.6,431,https://www.flipkart.com/oppo-find-x-glacier-blue-256-gb/p/itmf7yjbm75hdpm4?pid=MOBF7YJBFDFBUVY2&lid=LSTMOBF7YJBFDFBUVY21IZMYF&marketplace=FLIPKART&srno=s_16_361&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBF7YJBFDFBUVY2.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Redmi Note 4 (Gold, 32 GB)  (3 GB RAM)","10,999","10,999",4.4,"6,37,253",https://www.flipkart.com/redmi-note-4-gold-32-gb/p/itmeqgs9gwrfwpf2?pid=MOBEQ98T82CYVHGZ&lid=LSTMOBEQ98T82CYVHGZAFKMUX&marketplace=FLIPKART&srno=s_7_154&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBEQ98T82CYVHGZ.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Mi A2 (Red, 128 GB)  (6 GB RAM)","20,500","15,999",4.1,"2,265",https://www.flipkart.com/mi-a2-red-128-gb/p/itmfghsgrkphksag?pid=MOBFD94CUVXZYMZH&lid=LSTMOBFD94CUVXZYMZHLISYAP&marketplace=FLIPKART&srno=s_15_345&otracker=search&fm=organic&iid=5ffe6540-8139-49df-ba46-e370c1a80d85.MOBFD94CUVXZYMZH.SEARCH&ssid=tgiedm0pf40000001586926560697&qH=1036ba3c4ed2c021
"Realme C3 (Blazing Red, 64 GB)  (4 GB RAM)","8,999","8,499",4.4,"33,655",https://www.flipkart.com/realme-c3-blazing-red-64-gb/p/itm58bf81a807d66?pid=MOBFZHC5SSTXZPCD&lid=LSTMOBFZHC5SSTXZPCDEPWG6L&marketplace=FLIPKART&srno=s_2_29&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFZHC5SSTXZPCD.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Panasonic Eluga Ray 500 (Champagne Gold, 32 GB)  (3 GB RAM)","11,990","11,990",3.5,"4,247",https://www.flipkart.com/panasonic-eluga-ray-500-champagne-gold-32-gb/p/itmexhhktkj9nvgs?pid=MOBEXHHKQMDMFBHD&lid=LSTMOBEXHHKQMDMFBHD9B4NAU&marketplace=FLIPKART&srno=s_18_410&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBEXHHKQMDMFBHD.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Motorola One Macro (Ultra Violet, 64 GB)  (4 GB RAM)","11,999","9,499",4.3,"15,585",https://www.flipkart.com/motorola-one-macro-ultra-violet-64-gb/p/itm11ac43f5cf7d9?pid=MOBFMRF3TZGJFKJR&lid=LSTMOBFMRF3TZGJFKJRWPAV4C&marketplace=FLIPKART&srno=s_7_158&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFMRF3TZGJFKJR.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Redmi Y2 (Black, 32 GB)  (3 GB RAM)","10,499","8,999",4.5,"1,14,748",https://www.flipkart.com/redmi-y2-black-32-gb/p/itmfdkcmhbrkskm4?pid=MOBFAANUCBGSRADJ&lid=LSTMOBFAANUCBGSRADJGRS9NG&marketplace=FLIPKART&srno=s_14_333&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBFAANUCBGSRADJ.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Redmi Note 7S (Sapphire Blue, 64 GB)  (4 GB RAM)","13,999","11,999",4.4,"3,89,007",https://www.flipkart.com/redmi-note-7s-sapphire-blue-64-gb/p/itmfh75f4rhcjdfk?pid=MOBFGGJ8CKGVHHZU&lid=LSTMOBFGGJ8CKGVHHZULJU9WG&marketplace=FLIPKART&srno=s_3_68&otracker=search&fm=organic&iid=c7942e6f-8fa5-4a72-88a9-5564ba5c91fb.MOBFGGJ8CKGVHHZU.SEARCH&ssid=cjeu2cii1s0000001586926561863&qH=1036ba3c4ed2c021
"OPPO Reno3 Pro (Midnight Black, 128 GB)  (8 GB RAM)","32,990","31,990",4.6,597,https://www.flipkart.com/oppo-reno3-pro-midnight-black-128-gb/p/itm05804cb14fc19?pid=MOBFPYA4ZYF3CHQN&lid=LSTMOBFPYA4ZYF3CHQNKUTBEQ&marketplace=FLIPKART&srno=s_7_160&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFPYA4ZYF3CHQN.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Redmi Note 6 Pro (Red, 64 GB)  (6 GB RAM)","17,999","11,999",4.5,"1,16,574",https://www.flipkart.com/redmi-note-6-pro-red-64-gb/p/itmfb2fbghwznj5d?pid=MOBFAJB4RHKJHDJD&lid=LSTMOBFAJB4RHKJHDJDRBZWBG&marketplace=FLIPKART&srno=s_2_32&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFAJB4RHKJHDJD.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Asus Zenfone Max Pro M1 (Grey, 64 GB)  (4 GB RAM)","15,599","8,499",4.3,"2,51,132",https://www.flipkart.com/asus-zenfone-max-pro-m1-grey-64-gb/p/itmf4hg4bhbbng96?pid=MOBF3A8USX5NWRYE&lid=LSTMOBF3A8USX5NWRYE92YR50&marketplace=FLIPKART&srno=s_14_318&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBF3A8USX5NWRYE.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Vivo V15 Pro (Topaz Blue, 128 GB)  (6 GB RAM)","32,990","21,099",4.5,"28,431",https://www.flipkart.com/vivo-v15-pro-topaz-blue-128-gb/p/itmfdhvqt5kdy2gx?pid=MOBFDHVQWZHAJTWX&lid=LSTMOBFDHVQWZHAJTWXKQT6XP&marketplace=FLIPKART&srno=s_6_142&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFDHVQWZHAJTWX.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Virat FanBox Moto G Turbo Virat Kohli (Black, 16 GB)  (2 GB RAM)","16,999","16,999",4.2,988,https://www.flipkart.com/virat-fanbox-moto-g-turbo-kohli-black-16-gb/p/itmehqsy7axhvhhk?pid=MOBEHQSYMXZBY5CG&lid=LSTMOBEHQSYMXZBY5CGUMCYEW&marketplace=FLIPKART&srno=s_14_325&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBEHQSYMXZBY5CG.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Realme 5 (Crystal Purple, 32 GB)  (3 GB RAM)","10,999","9,999",4.5,"2,28,851",https://www.flipkart.com/realme-5-crystal-purple-32-gb/p/itmfj9twbwfznhyk?pid=MOBFJ9TWEWMGHWY3&lid=LSTMOBFJ9TWEWMGHWY3NT64M3&marketplace=FLIPKART&srno=s_1_22&otracker=search&fm=organic&iid=302ebb54-7e62-446a-b933-5aec5510708c.MOBFJ9TWEWMGHWY3.SEARCH&ssid=qt3rp443f40000001586926557657&qH=1036ba3c4ed2c021
"Apple iPhone 11 (White, 64 GB)","68,300","68,300",4.7,"10,786",https://www.flipkart.com/apple-iphone-11-white-64-gb/p/itm2644c3764fc54?pid=MOBFKCTSHAWGGFHM&lid=LSTMOBFKCTSHAWGGFHMCPQSMX&marketplace=FLIPKART&srno=s_7_155&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFKCTSHAWGGFHM.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"OPPO Find X (Bordeaux Red, 256 GB)  (8 GB RAM)","60,990","60,990",4.6,431,https://www.flipkart.com/oppo-find-x-bordeaux-red-256-gb/p/itmf7yjbm75hdpm4?pid=MOBF7YJBYWVJKSPD&lid=LSTMOBF7YJBYWVJKSPDMEGGAZ&marketplace=FLIPKART&srno=s_16_362&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBF7YJBYWVJKSPD.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Micromax Spark Go (Rose Gold, 8 GB)  (1 GB RAM)","4,999","3,299",4,"17,336",https://www.flipkart.com/micromax-spark-go-rose-gold-8-gb/p/itmf9jn7pny99k9z?pid=MOBF9JN76Y9K7E4R&lid=LSTMOBF9JN76Y9K7E4RLVS6L3&marketplace=FLIPKART&srno=s_14_326&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBF9JN76Y9K7E4R.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Realme C2 (Diamond Black, 32 GB)  (2 GB RAM)","7,999","6,499",4.4,"7,31,104",https://www.flipkart.com/realme-c2-diamond-black-32-gb/p/itmfgwba8kmejqpe?pid=MOBFHBZ4MDMCNHNK&lid=LSTMOBFHBZ4MDMCNHNKOFORJ3&marketplace=FLIPKART&otracker=search&fm=organic&iid=6c2e100b-ec61-4aad-b191-fc1099ef8a27.MOBFHBZ4MDMCNHNK.SEARCH&ssid=ao6h8obgtc0000001586926555649&qH=1036ba3c4ed2c021
"Vivo S1 (Skyline Blue, 128 GB)  (4 GB RAM)","19,990","19,990",4.5,"7,605",https://www.flipkart.com/vivo-s1-skyline-blue-128-gb/p/itmfgu2ks3avptzq?pid=MOBFGU2KJUTRZ5RB&lid=LSTMOBFGU2KJUTRZ5RBOXG6LH&marketplace=FLIPKART&srno=s_5_119&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFGU2KJUTRZ5RB.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"Micromax Vdeo 2 (Grey, 8 GB)  (1 GB RAM)","4,990","4,990",3.8,"12,012",https://www.flipkart.com/micromax-vdeo-2-grey-8-gb/p/itmeuyd6bhspt4kp?pid=MOBETC9SZNYFZYZH&lid=LSTMOBETC9SZNYFZYZH7JJOJ1&marketplace=FLIPKART&srno=s_19_451&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBETC9SZNYFZYZH.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Realme 3 Pro (Carbon Grey, 128 GB)  (6 GB RAM)","19,999","16,999",4.5,"1,22,154",https://www.flipkart.com/realme-3-pro-carbon-grey-128-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG38ECFRGCH&lid=LSTMOBFFMG38ECFRGCHZH27MY&marketplace=FLIPKART&srno=s_12_274&otracker=search&fm=organic&iid=3e4fd231-92fb-4928-b778-06f9edbcc09a.MOBFFMG38ECFRGCH.SEARCH&ssid=m6ruv4qwls0000001586926554563&qH=1036ba3c4ed2c021
"Gionee F9 (Blue, 32 GB)  (3 GB RAM)","7,900","5,499",4.1,"6,791",https://www.flipkart.com/gionee-f9-blue-32-gb/p/itm6a9afdea3af2b?pid=MOBFGNP7VQ4ZNZFJ&lid=LSTMOBFGNP7VQ4ZNZFJSY7NEU&marketplace=FLIPKART&srno=s_6_121&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFGNP7VQ4ZNZFJ.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"POCO X2 (Matrix Purple, 256 GB)  (8 GB RAM)","20,999","20,999",4.6,"10,360",https://www.flipkart.com/poco-x2-matrix-purple-256-gb/p/itm8d2cf0d1e308d?pid=MOBFZGJ6Y7DCWWUH&lid=LSTMOBFZGJ6Y7DCWWUHIJKPJS&marketplace=FLIPKART&srno=s_3_59&otracker=search&fm=organic&iid=c7942e6f-8fa5-4a72-88a9-5564ba5c91fb.MOBFZGJ6Y7DCWWUH.SEARCH&ssid=cjeu2cii1s0000001586926561863&qH=1036ba3c4ed2c021
"Honor 8C (Black, 32 GB)  (4 GB RAM)","12,999","8,499",4.3,"33,025",https://www.flipkart.com/honor-8c-black-32-gb/p/itmfc8c4fsekrpdp?pid=MOBFCYZJB46PDGHA&lid=LSTMOBFCYZJB46PDGHA22PAGR&marketplace=FLIPKART&srno=s_16_375&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBFCYZJB46PDGHA.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Google Pixel 3a XL (Clearly White, 64 GB)  (4 GB RAM)","44,999","34,999",4.5,"1,422",https://www.flipkart.com/google-pixel-3a-xl-clearly-white-64-gb/p/itmfgk4krqbuzh59?pid=MOBFFGFPTA6MCSRW&lid=LSTMOBFFGFPTA6MCSRWQQKLEZ&marketplace=FLIPKART&srno=s_14_334&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBFFGFPTA6MCSRW.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Apple iPhone 11 (White, 128 GB)","73,600","73,600",4.7,"10,786",https://www.flipkart.com/apple-iphone-11-white-128-gb/p/itm846a8ba21ab11?pid=MOBFKCTS4MZVJ6FJ&lid=LSTMOBFKCTS4MZVJ6FJPY4SUX&marketplace=FLIPKART&srno=s_7_157&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFKCTS4MZVJ6FJ.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Realme 6 Pro (Lightning Blue, 64 GB)  (6 GB RAM)","17,999","17,999",4.6,"3,020",https://www.flipkart.com/realme-6-pro-lightning-blue-64-gb/p/itm19b1945c12aee?pid=MOBFPCX76F3BYQDH&lid=LSTMOBFPCX76F3BYQDHGAICT2&marketplace=FLIPKART&otracker=search&fm=organic&iid=6c2e100b-ec61-4aad-b191-fc1099ef8a27.MOBFPCX76F3BYQDH.SEARCH&ssid=ao6h8obgtc0000001586926555649&qH=1036ba3c4ed2c021
"Samsung Galaxy A50s (Prism Crush White, 128 GB)  (6 GB RAM)","26,900","21,099",4.3,"7,259",https://www.flipkart.com/samsung-galaxy-a50s-prism-crush-white-128-gb/p/itm3d6b348640a7e?pid=MOBFK4REX35HWCVT&lid=LSTMOBFK4REX35HWCVTQJEIRS&marketplace=FLIPKART&srno=s_17_399&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBFK4REX35HWCVT.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"OPPO Reno2 Z (Sky White, 256 GB)  (8 GB RAM)","32,990","27,490",4.5,"4,278",https://www.flipkart.com/oppo-reno2-z-sky-white-256-gb/p/itm859dc4f4f25b4?pid=MOBFJKSYJGM3KDCQ&lid=LSTMOBFJKSYJGM3KDCQDGKLTS&marketplace=FLIPKART&srno=s_12_265&otracker=search&fm=organic&iid=3e4fd231-92fb-4928-b778-06f9edbcc09a.MOBFJKSYJGM3KDCQ.SEARCH&ssid=m6ruv4qwls0000001586926554563&qH=1036ba3c4ed2c021
"Panasonic Eluga Ray 610 (Black, 32 GB)  (3 GB RAM)","6,799","6,799",4.2,"2,270",https://www.flipkart.com/panasonic-eluga-ray-610-black-32-gb/p/itmf1f31cceb9f56?pid=MOBFNDPZQSTUDYSG&lid=LSTMOBFNDPZQSTUDYSGQ88RHR&marketplace=FLIPKART&srno=s_4_75&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFNDPZQSTUDYSG.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Redmi Note 5 (Black, 64 GB)  (4 GB RAM)","11,999","11,999",4.4,"3,49,374",https://www.flipkart.com/redmi-note-5-black-64-gb/p/itmf2fc3phdkgahv?pid=MOBF28FTXZYZ6UYJ&lid=LSTMOBF28FTXZYZ6UYJSQJJLU&marketplace=FLIPKART&srno=s_3_54&otracker=search&fm=organic&iid=c7942e6f-8fa5-4a72-88a9-5564ba5c91fb.MOBF28FTXZYZ6UYJ.SEARCH&ssid=cjeu2cii1s0000001586926561863&qH=1036ba3c4ed2c021
"I Kall K8 NEW (Blue, 16 GB)  (2 GB RAM)","3,399","3,299",3.4,"2,031",https://www.flipkart.com/kall-k8-new-blue-16-gb/p/itmfdg2yye4a6z9m?pid=MOBFDHTKG2FETVEJ&lid=LSTMOBFDHTKG2FETVEJZK6PQR&marketplace=FLIPKART&srno=s_18_421&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBFDHTKG2FETVEJ.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Yu Yureka Plus (Moon Dust Grey, 16 GB)  (2 GB RAM)","6,499","6,499",3.7,"37,402",https://www.flipkart.com/yu-yureka-plus-moon-dust-grey-16-gb/p/itmeuyd7kzzhgfjh?pid=MOBEKE8MFUF4YWMK&lid=LSTMOBEKE8MFUF4YWMKI9NSCL&marketplace=FLIPKART&srno=s_15_359&otracker=search&fm=organic&iid=5ffe6540-8139-49df-ba46-e370c1a80d85.MOBEKE8MFUF4YWMK.SEARCH&ssid=tgiedm0pf40000001586926560697&qH=1036ba3c4ed2c021
"Vivo U10 (Electric Blue, 32 GB)  (3 GB RAM)","10,990","9,990",4.4,"12,638",https://www.flipkart.com/vivo-u10-electric-blue-32-gb/p/itm6504d82d40e3c?pid=MOBFH6P4U8YWJSD4&lid=LSTMOBFH6P4U8YWJSD4LGBVPH&marketplace=FLIPKART&srno=s_1_15&otracker=search&fm=organic&iid=302ebb54-7e62-446a-b933-5aec5510708c.MOBFH6P4U8YWJSD4.SEARCH&ssid=qt3rp443f40000001586926557657&qH=1036ba3c4ed2c021
"Apple iPhone XS (Space Grey, 512 GB)","1,34,900","1,34,900",4.7,"8,359",https://www.flipkart.com/apple-iphone-xs-space-grey-512-gb/p/itmf944ekkvgte45?pid=MOBF944EMFSDPY4U&lid=LSTMOBF944EMFSDPY4UKKSQJ2&marketplace=FLIPKART&srno=s_17_386&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBF944EMFSDPY4U.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"Vivo Y12 (Aqua Blue, 64 GB)  (3 GB RAM)","13,990","10,990",4.4,"7,298",https://www.flipkart.com/vivo-y12-aqua-blue-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGKMWU4EPU&lid=LSTMOBFH4YGKMWU4EPU4EDZDH&marketplace=FLIPKART&srno=s_4_92&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFH4YGKMWU4EPU.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Asus ZenFone Max M2 (Blue, 64 GB)  (4 GB RAM)","14,999","8,999",4.3,"24,203",https://www.flipkart.com/asus-zenfone-max-m2-blue-64-gb/p/itmfb22gfnqzrh6y?pid=MOBFB22GNSYGGMJQ&lid=LSTMOBFB22GNSYGGMJQB4LWYQ&marketplace=FLIPKART&srno=s_13_289&otracker=search&fm=organic&iid=65d90155-610d-441d-a0c4-1e00d0bdd1ab.MOBFB22GNSYGGMJQ.SEARCH&ssid=y6zibq9vn40000001586926557061&qH=1036ba3c4ed2c021
"Realme 5 Pro (Crystal Green, 64 GB)  (6 GB RAM)","15,999","14,999",4.5,"72,665",https://www.flipkart.com/realme-5-pro-crystal-green-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWMUX7H8WN&lid=LSTMOBFJ9TWMUX7H8WNEU6UQA&marketplace=FLIPKART&srno=s_2_36&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFJ9TWMUX7H8WN.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Nokia 5.1 Plus (Black, 32 GB)  (3 GB RAM)","13,199","6,999",4.3,"1,72,788",https://www.flipkart.com/nokia-5-1-plus-black-32-gb/p/itmf9gavr3k5nxst?pid=MOBF95FJRZ3QFGXR&lid=LSTMOBF95FJRZ3QFGXRMKDPAD&marketplace=FLIPKART&srno=s_18_411&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBF95FJRZ3QFGXR.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
