name,original_price,discounted_price,rating,rating_number,link
"Karbonn Titanium S4 (Black, 4 GB)  (1 GB RAM)","13,298","13,298",3.4,28,https://www.flipkart.com/karbonn-titanium-s4-black-4-gb/p/itmeuyd7ngtjukx2?pid=MOBDRYWHA3ZU9BRT&lid=LSTMOBDRYWHA3ZU9BRTNYJVNC&marketplace=FLIPKART&srno=s_16_378&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBDRYWHA3ZU9BRT.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Redmi Note 8 Pro (Shadow Black, 64 GB)  (6 GB RAM)","16,999","14,499",4.5,"15,988",https://www.flipkart.com/redmi-note-8-pro-shadow-black-64-gb/p/itmb46d3b16b3c99?pid=MOBFHHSFPJNGF3DG&lid=LSTMOBFHHSFPJNGF3DGN9S5G9&marketplace=FLIPKART&srno=s_5_112&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFHHSFPJNGF3DG.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"XOLO ZX (Midnight Blue, 64 GB)  (4 GB RAM)","13,999","9,199",3.8,17,https://www.flipkart.com/xolo-zx-midnight-blue-64-gb/p/itmffnvybwpypzyq?pid=MOBFJ6J9CKV8HFPX&lid=LSTMOBFJ6J9CKV8HFPXTFFH3H&marketplace=FLIPKART&srno=s_11_254&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFJ6J9CKV8HFPX.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"LG V30+ (Black, 128 GB)  (4 GB RAM)","60,000","60,000",4.4,"1,699",https://www.flipkart.com/lg-v30-black-128-gb/p/itmfbykggfbfbgnt?pid=MOBFBSXJS88HTYZF&lid=LSTMOBFBSXJS88HTYZFSUGOQU&marketplace=FLIPKART&srno=s_20_464&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBFBSXJS88HTYZF.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
Honor 8  (4 GB RAM),"29,999","29,999",4.4,"2,846",https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38EGGJRGNHR&lid=LSTMOBEM38EGGJRGNHRHKDTFB&marketplace=FLIPKART&srno=s_16_380&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBEM38EGGJRGNHR.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"ITEL IT1553 (SPACE GRAY, 16 GB)  (1 GB RAM)","7,290","3,031",2.3,-1,https://www.flipkart.com/itel-it1553-space-gray-16-gb/p/itmedfd0a907eb79?pid=MOBFPP7Y9BB5BFQC&lid=LSTMOBFPP7Y9BB5BFQCGLGQIT&marketplace=FLIPKART&srno=s_21_481&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFPP7Y9BB5BFQC.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"POCO X2 (Phoenix Red, 64 GB)  (6 GB RAM)","17,999","16,999",4.6,"35,261",https://www.flipkart.com/poco-x2-phoenix-red-64-gb/p/itmda7dd1f37ffff?pid=MOBFZGJ6Q9A5FHRC&lid=LSTMOBFZGJ6Q9A5FHRCENQ0C3&marketplace=FLIPKART&srno=s_5_115&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFZGJ6Q9A5FHRC.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"OPPO F11 (Fluorite Purple, 128 GB)  (4 GB RAM)","21,990","13,990",4.4,"70,550",https://www.flipkart.com/oppo-f11-fluorite-purple-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFGB8FQFERQP6D&lid=LSTMOBFGB8FQFERQP6DWPX4SP&marketplace=FLIPKART&srno=s_10_237&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBFGB8FQFERQP6D.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)  (6 GB RAM)","25,999","25,250",4.4,"1,147",https://www.flipkart.com/samsung-galaxy-a51-prism-crush-black-128-gb/p/itmbe0525217e39f?pid=MOBFZ4AJRFZTYZHJ&lid=LSTMOBFZ4AJRFZTYZHJ5MZTZS&marketplace=FLIPKART&srno=s_7_164&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFZ4AJRFZTYZHJ.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Micromax Canvas Infinity Life (Jet Black, 16 GB)  (2 GB RAM)","9,354","7,466",3.9,193,https://www.flipkart.com/micromax-canvas-infinity-life-jet-black-16-gb/p/itmf3hg9wp5aextc?pid=MOBF3DK3BRS2SDFD&lid=LSTMOBF3DK3BRS2SDFDXEGFRB&marketplace=FLIPKART&srno=s_20_476&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBF3DK3BRS2SDFD.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
Honor 8  (4 GB RAM),"29,999","29,999",4.4,"2,846",https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF&lid=LSTMOBEM38ESXH5WDFFUBFZCE&marketplace=FLIPKART&srno=s_16_381&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBEM38ESXH5WDFF.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Redmi Note 6 Pro (Red, 64 GB)  (4 GB RAM)","15,999","11,999",4.5,"6,08,870",https://www.flipkart.com/redmi-note-6-pro-red-64-gb/p/itmfb2fbgfzgf5cs?pid=MOBFAJB4DZJRGMGV&lid=LSTMOBFAJB4DZJRGMGVCCZVN0&marketplace=FLIPKART&srno=s_11_261&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFAJB4DZJRGMGV.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"XOLO Omega 5.0 (Black, 8 GB)  (1 GB RAM)","8,990","8,990",3.8,551,https://www.flipkart.com/xolo-omega-5-0-black-8-gb/p/itme2pp8f4vf5ata?pid=MOBE2PP8GSVUJVKW&lid=LSTMOBE2PP8GSVUJVKWQTVDHE&marketplace=FLIPKART&srno=s_19_433&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBE2PP8GSVUJVKW.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Tecno Camon i Sky (Champagne Gold, 16 GB)  (2 GB RAM)","7,499","7,499",4.1,200,https://www.flipkart.com/tecno-camon-sky-champagne-gold-16-gb/p/itmf7fz8356rbkf2?pid=MOBF7YW6AZ7WBCAK&lid=LSTMOBF7YW6AZ7WBCAKTF6NN2&marketplace=FLIPKART&srno=s_21_499&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBF7YW6AZ7WBCAK.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"OPPO Reno2 F (Sky White, 128 GB)  (8 GB RAM)","28,990","23,490",4.5,"1,747",https://www.flipkart.com/oppo-reno2-f-sky-white-128-gb/p/itm8413e7eb0b195?pid=MOBFH274NFFY7AZW&lid=LSTMOBFH274NFFY7AZWVZPASS&marketplace=FLIPKART&srno=s_11_242&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFH274NFFY7AZW.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"Honor 9X (Sapphire Blue, 128 GB)  (6 GB RAM)","19,999","16,999",4.4,644,https://www.flipkart.com/honor-9x-sapphire-blue-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8VGPDG2TC&lid=LSTMOBFN6X8VGPDG2TCOLHIMB&marketplace=FLIPKART&srno=s_7_165&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFN6X8VGPDG2TC.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Honor 8C (Blue, 32 GB)  (4 GB RAM)","12,999","8,499",4.3,"33,025",https://www.flipkart.com/honor-8c-blue-32-gb/p/itmfc8c4fsekrpdp?pid=MOBFCYZ9CCKNPH75&lid=LSTMOBFCYZ9CCKNPH75SACKCK&marketplace=FLIPKART&srno=s_16_376&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBFCYZ9CCKNPH75.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Samsung Galaxy Note 8 (Midnight Black, 64 GB)  (6 GB RAM)","59,900","59,900",4.6,"5,474",https://www.flipkart.com/samsung-galaxy-note-8-midnight-black-64-gb/p/itmfaa8wy9xzp4m7?pid=MOBFY4NYWWE9ZFFN&lid=LSTMOBFY4NYWWE9ZFFNWFVFTP&marketplace=FLIPKART&srno=s_22_526&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBFY4NYWWE9ZFFN.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Samsung Galaxy A50s (Prism Crush White, 128 GB)  (4 GB RAM)","24,900","21,070",4.3,"4,347",https://www.flipkart.com/samsung-galaxy-a50s-prism-crush-white-128-gb/p/itmed3b8b449ec8d?pid=MOBFK4REFQTCSVNA&lid=LSTMOBFK4REFQTCSVNARKTPWM&marketplace=FLIPKART&srno=s_8_188&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFK4REFQTCSVNA.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Realme 3 (Radiant Blue, 64 GB)  (3 GB RAM)","11,999","9,499",4.4,"4,29,621",https://www.flipkart.com/realme-3-radiant-blue-64-gb/p/itmfe68wrbfnzqwz?pid=MOBFFVFD84FXJTXH&lid=LSTMOBFFVFD84FXJTXH4TSEYC&marketplace=FLIPKART&srno=s_7_151&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFFVFD84FXJTXH.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Redmi Note 6 Pro (Blue, 64 GB)  (4 GB RAM)","15,999","11,999",4.5,"6,08,870",https://www.flipkart.com/redmi-note-6-pro-blue-64-gb/p/itmfayzxgzxwfvx6?pid=MOBFAJB4RSWTEYJJ&lid=LSTMOBFAJB4RSWTEYJJXCBB35&marketplace=FLIPKART&srno=s_17_397&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBFAJB4RSWTEYJJ.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"Vivo Y83 (Black, 32 GB)  (4 GB RAM)","15,999","11,790",4.4,"10,920",https://www.flipkart.com/vivo-y83-black-32-gb/p/itmf5q2fdvzcr4wr?pid=MOBF5Q2FN6ZCBXMS&lid=LSTMOBF5Q2FN6ZCBXMSSVHZMV&marketplace=FLIPKART&srno=s_21_487&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBF5Q2FN6ZCBXMS.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Lava Z71 (Ruby Red, 32 GB)  (2 GB RAM)","6,999","6,299",3.8,20,https://www.flipkart.com/lava-z71-ruby-red-32-gb/p/itm31991b1990fdc?pid=MOBFGQZCW6HAQCDZ&lid=LSTMOBFGQZCW6HAQCDZB2EQ7U&marketplace=FLIPKART&srno=s_9_207&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFGQZCW6HAQCDZ.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"Panasonic Eluga Ray 810 (Starry Black, 64 GB)  (4 GB RAM)","16,990","7,799",4.1,"1,753",https://www.flipkart.com/panasonic-eluga-ray-810-starry-black-64-gb/p/itm6a53d53589537?pid=MOBFHVG6ZNHCKBPH&lid=LSTMOBFHVG6ZNHCKBPH4EQRXK&marketplace=FLIPKART&srno=s_5_117&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFHVG6ZNHCKBPH.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"CAT S31 (Black, 16 GB)  (2 GB RAM)","32,990","27,000",3,-1,https://www.flipkart.com/cat-s31-black-16-gb/p/itm513d1ab534732?pid=MOBFNEJWC8HZZWUW&lid=LSTMOBFNEJWC8HZZWUWGJGRAX&marketplace=FLIPKART&srno=s_20_477&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBFNEJWC8HZZWUW.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"Redmi K20 (Glacier Blue, 64 GB)  (6 GB RAM)","22,999","21,999",4.5,"44,040",https://www.flipkart.com/redmi-k20-glacier-blue-64-gb/p/itmfgfjtfu4zpcdh?pid=MOBFG7UYWMHNZ9AK&lid=LSTMOBFG7UYWMHNZ9AKKPQXBU&marketplace=FLIPKART&srno=s_18_409&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBFG7UYWMHNZ9AK.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Lava Z41 (Amber Red, 16 GB)  (1 GB RAM)","4,799","3,899",4,38,https://www.flipkart.com/lava-z41-amber-red-16-gb/p/itm22f4d7d384874?pid=MOBFHF5EGJJM5BBK&lid=LSTMOBFHF5EGJJM5BBKQWHUBH&marketplace=FLIPKART&srno=s_11_256&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFHF5EGJJM5BBK.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"POCO X2 (Matrix Purple, 64 GB)  (6 GB RAM)","17,999","16,999",4.6,"35,261",https://www.flipkart.com/poco-x2-matrix-purple-64-gb/p/itm2db9fa45189d2?pid=MOBFZGJ6HY6H4JHU&lid=LSTMOBFZGJ6HY6H4JHU7XKMPX&marketplace=FLIPKART&srno=s_4_90&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFZGJ6HY6H4JHU.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Mi A2 (Gold, 128 GB)  (6 GB RAM)","20,500","15,999",4.1,"2,265",https://www.flipkart.com/mi-a2-gold-128-gb/p/itmfghsgn9hhsjvq?pid=MOBFF7A5SK4JYJ8T&lid=LSTMOBFF7A5SK4JYJ8TORQSVR&marketplace=FLIPKART&srno=s_23_548&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFF7A5SK4JYJ8T.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Yuho Vast Plus (Diamond Black, 32 GB)  (4 GB RAM)","6,999","6,999",3.5,55,https://www.flipkart.com/yuho-vast-plus-diamond-black-32-gb/p/itmfbysgmpbhbthp?pid=MOBFBYAXTAPMV2FU&lid=LSTMOBFBYAXTAPMV2FUVTYPLV&marketplace=FLIPKART&srno=s_17_392&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBFBYAXTAPMV2FU.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"Redmi Note 8 Pro (Gamma Green, 128 GB)  (6 GB RAM)","16,890","16,890",4.5,"15,988",https://www.flipkart.com/redmi-note-8-pro-gamma-green-128-gb/p/itma893ee04ac0a4?pid=MOBFHFFTCGQMTGZH&lid=LSTMOBFHFFTCGQMTGZHESCMLU&marketplace=FLIPKART&srno=s_4_83&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFHFFTCGQMTGZH.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Redmi Note 5 (Rose Gold, 32 GB)  (3 GB RAM)","10,999","10,999",4.4,"3,48,333",https://www.flipkart.com/redmi-note-5-rose-gold-32-gb/p/itmf2fc3aq98t7kh?pid=MOBF28FTRFXVATVQ&lid=LSTMOBF28FTRFXVATVQNJVVTH&marketplace=FLIPKART&srno=s_10_225&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBF28FTRFXVATVQ.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Gionee S10 Lite (Black, 32 GB)  (4 GB RAM)","16,859","8,999",4.1,858,https://www.flipkart.com/gionee-s10-lite-black-32-gb/p/itmf42322n5uph8u?pid=MOBF423FGFH9ZWJZ&lid=LSTMOBF423FGFH9ZWJZ3XBRLB&marketplace=FLIPKART&srno=s_21_500&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBF423FGFH9ZWJZ.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Tecno Spark Go Plus (Vacation Blue, 32 GB)  (2 GB RAM)","7,499","6,699",4.3,209,https://www.flipkart.com/tecno-spark-go-plus-vacation-blue-32-gb/p/itm5a6bccb3ec805?pid=MOBFNXNWH3EFGXFZ&lid=LSTMOBFNXNWH3EFGXFZZ1AHU7&marketplace=FLIPKART&srno=s_4_94&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFNXNWH3EFGXFZ.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Samsung Galaxy S8 Plus (Orchid Grey, 64 GB)  (4 GB RAM)","56,899","56,899",4.6,"1,992",https://www.flipkart.com/samsung-galaxy-s8-plus-orchid-grey-64-gb/p/itmeveqzfgabaqeg?pid=MOBEVEQZCWYYYGNT&lid=LSTMOBEVEQZCWYYYGNT5ZWPMO&marketplace=FLIPKART&srno=s_19_436&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBEVEQZCWYYYGNT.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Samsung Galaxy S20+ (Cosmic Black, 128 GB)  (8 GB RAM)","83,000","77,900",4.8,41,https://www.flipkart.com/samsung-galaxy-s20-cosmic-black-128-gb/p/itm1766e05e06464?pid=MOBFZXZ2GAFXSZUX&lid=LSTMOBFZXZ2GAFXSZUXAJXQPH&marketplace=FLIPKART&srno=s_9_212&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFZXZ2GAFXSZUX.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"OPPO F9 (Mist Black, 64 GB)  (4 GB RAM)","21,990","17,890",4.5,"40,403",https://www.flipkart.com/oppo-f9-mist-black-64-gb/p/itmf8whxzsyhhetm?pid=MOBF8WHXFRB2KPZH&lid=LSTMOBF8WHXFRB2KPZHUXYCM3&marketplace=FLIPKART&srno=s_23_540&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBF8WHXFRB2KPZH.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Redmi Note 6 Pro (Rose Gold, 64 GB)  (6 GB RAM)","17,999","11,999",4.5,"1,16,573",https://www.flipkart.com/redmi-note-6-pro-rose-gold-64-gb/p/itmfb2fbyghegpmh?pid=MOBFAJB4FCW5FQZH&lid=LSTMOBFAJB4FCW5FQZHEQ5C8K&marketplace=FLIPKART&srno=s_4_85&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFAJB4FCW5FQZH.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"OPPO A5 (Diamond Blue, 32 GB)  (4 GB RAM)","15,990","12,690",4.3,"13,164",https://www.flipkart.com/oppo-a5-diamond-blue-32-gb/p/itmf8dm8gktg5efp?pid=MOBF8DM8TGBHFGNN&lid=LSTMOBF8DM8TGBHFGNNDY37NA&marketplace=FLIPKART&srno=s_18_424&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBF8DM8TGBHFGNN.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Apple iPhone 11 Pro Max (Gold, 64 GB)","1,17,100","1,17,100",4.7,810,https://www.flipkart.com/apple-iphone-11-pro-max-gold-64-gb/p/itm6ef18218efdf6?pid=MOBFKCTSAPAYNSGG&lid=LSTMOBFKCTSAPAYNSGGKWDGRM&marketplace=FLIPKART&srno=s_11_252&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFKCTSAPAYNSGG.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"Honor 7C (Blue, 64 GB)  (4 GB RAM)","14,999","11,999",4.3,618,https://www.flipkart.com/honor-7c-blue-64-gb/p/itmfaybh5jjzhmpz?pid=MOBF3T87CECXMZQH&lid=LSTMOBF3T87CECXMZQHZFQEBT&marketplace=FLIPKART&srno=s_20_466&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBF3T87CECXMZQH.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"XOLO Era 4x (Black, 16 GB)  (2 GB RAM)","7,199","4,299",4.1,"1,341",https://www.flipkart.com/xolo-era-4x-black-16-gb/p/itmfdt23n2fmd9ep?pid=MOBFDS2PPZEZSXWN&lid=LSTMOBFDS2PPZEZSXWNH5RQPF&marketplace=FLIPKART&srno=s_5_120&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFDS2PPZEZSXWN.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"Alcatel 1 (Blue, 8 GB)  (1 GB RAM)","4,999","4,999",2.6,11,https://www.flipkart.com/alcatel-1-blue-8-gb/p/itmfeuvqknq5jwpc?pid=MOBFEUQ9EGWXDRKM&lid=LSTMOBFEUQ9EGWXDRKMVILEF0&marketplace=FLIPKART&srno=s_19_453&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBFEUQ9EGWXDRKM.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Mi A3 (Not just Blue, 128 GB)  (6 GB RAM)","17,499","14,999",4.3,"6,391",https://www.flipkart.com/mi-a3-not-just-blue-128-gb/p/itmc04ef1e3e575e?pid=MOBFJM4ZETXGY6FD&lid=LSTMOBFJM4ZETXGY6FDILIWVD&marketplace=FLIPKART&srno=s_8_170&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFJM4ZETXGY6FD.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Itel A23 (Phantom Black, 8 GB)  (1 GB RAM)","4,999","3,999",4,30,https://www.flipkart.com/itel-a23-phantom-black-8-gb/p/itmfc5bhgfc4zmwm?pid=MOBFE3F7Q3YS4GRH&lid=LSTMOBFE3F7Q3YS4GRHMHC3HI&marketplace=FLIPKART&srno=s_20_479&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBFE3F7Q3YS4GRH.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"Redmi Note 8 Pro (Gamma Green, 128 GB)  (8 GB RAM)","19,999","18,999",4.4,"2,334",https://www.flipkart.com/redmi-note-8-pro-gamma-green-128-gb/p/itm52db6c9eec88d?pid=MOBFHFFTVRDUTFRP&lid=LSTMOBFHFFTVRDUTFRPMT3VIL&marketplace=FLIPKART&srno=s_4_74&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFHFFTVRDUTFRP.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Infinix Smart 2 (Serene Gold, 32 GB)  (3 GB RAM)","7,999","7,499",4,"34,180",https://www.flipkart.com/infinix-smart-2-serene-gold-32-gb/p/itmf7wy6w29wymyp?pid=MOBF7F4YZVCTAWYU&lid=LSTMOBF7F4YZVCTAWYUKWVFH4&marketplace=FLIPKART&srno=s_16_366&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBF7F4YZVCTAWYU.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Nokia 2.2 (Steel, 32 GB)  (3 GB RAM)","10,199","6,899",3.9,"1,454",https://www.flipkart.com/nokia-2-2-steel-32-gb/p/itmfh54wfz4bqthk?pid=MOBFH54VZBSFHWYJ&lid=LSTMOBFH54VZBSFHWYJJIXPNS&marketplace=FLIPKART&srno=s_10_230&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBFH54VZBSFHWYJ.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Tecno Camon i4 (Aqua Blue, 32 GB)  (3 GB RAM)","11,937","9,999",3.8,73,https://www.flipkart.com/tecno-camon-i4-aqua-blue-32-gb/p/itmffthj5yrmagms?pid=MOBFESRF2AJ67432&lid=LSTMOBFESRF2AJ6743251YNIV&marketplace=FLIPKART&srno=s_23_534&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFESRF2AJ67432.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Honor 9 Lite (Midnight Black, 32 GB)  (3 GB RAM)","13,999","8,499",4.3,"4,67,903",https://www.flipkart.com/honor-9-lite-midnight-black-32-gb/p/itmff5zgdeckztpk?pid=MOBFF5ZG7HCKHJCS&lid=LSTMOBFF5ZG7HCKHJCSGQFUGI&marketplace=FLIPKART&srno=s_17_402&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBFF5ZG7HCKHJCS.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"OPPO A5 2020 (Dazzling White, 64 GB)  (4 GB RAM)","15,990","13,990",4.4,"3,537",https://www.flipkart.com/oppo-a5-2020-dazzling-white-64-gb/p/itm760f1b7b484f0?pid=MOBFKCS5VHUM2BQB&lid=LSTMOBFKCS5VHUM2BQBOHZPBB&marketplace=FLIPKART&srno=s_6_136&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFKCS5VHUM2BQB.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Lava Z61 (Black, 16 GB)  (2 GB RAM)","7,500","5,958",4,126,https://www.flipkart.com/lava-z61-black-16-gb/p/itmf72w2qkafgcea?pid=MOBFJ4E7G56MGEYP&lid=LSTMOBFJ4E7G56MGEYPSMHUMR&marketplace=FLIPKART&srno=s_20_470&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBFJ4E7G56MGEYP.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
